cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
cord-001540,sha-953575,medRxiv,therapeutic cohort study in adults: a comprehensive analysis,10.1000/626406,,66452105.0,arxiv,This study investigates covid-19 in the context of pandemic response. Methods included analysis of 116 participants over 7 months. Results show significant findings related to covid-19 management and treatment outcomes.,2023-01-22 15:27:49.434717360,"Author40, J.; Smith, A.; Johnson, B.",PLOS ONE,,,,,,https://example.com/paper/1540,s2-517442086
cord-001541,sha-744911,medRxiv,therapeutic cohort study in elderly: a comprehensive analysis,10.1000/756023,,70603648.0,cc-by-sa,This study investigates antibody in the context of pandemic response. Methods included analysis of 1774 participants over 23 months. Results show significant findings related to antibody management and treatment outcomes.,2023-01-23 09:21:52.856428224,"Author41, J.; Smith, A.; Johnson, B.",Nature,,,,,pmc_json/PMC5527235.json,https://example.com/paper/1541,s2-143881280
cord-001542,sha-996445,arXiv,public health meta-analysis in elderly: a comprehensive analysis,10.1000/162408,PMC9791236,39292026.0,arxiv,This study investigates epidemiology in the context of pandemic response. Methods included analysis of 1681 participants over 21 months. Results show significant findings related to epidemiology management and treatment outcomes.,2023-01-24 03:15:56.278139072,"Author42, J.; Smith, A.; Johnson, B.",Proceedings of the National Academy of Sciences,1036354431.0,,arxiv:5874.8923,pdf_json/3457.json,,https://example.com/paper/1542,s2-952410867
cord-001543,sha-102016,arXiv,infection clinical trial in patients: a comprehensive analysis,10.1000/151786,,99009730.0,arxiv,This study investigates treatment in the context of pandemic response. Methods included analysis of 3062 participants over 17 months. Results show significant findings related to treatment management and treatment outcomes.,2023-01-24 21:09:59.699849936,"Author43, J.; Smith, A.; Johnson, B.",Virology,3543245987.0,WHO-298824,,pdf_json/5241.json,,https://example.com/paper/1543,s2-108212011
cord-001544,sha-955542,PMC,clinical cross-sectional study in children: a comprehensive analysis,10.1000/705559,,45784738.0,cc-by-nc,This study investigates symptoms in the context of pandemic response. Methods included analysis of 1536 participants over 20 months. Results show significant findings related to symptoms management and treatment outcomes.,2023-01-25 15:04:03.121560784,"Author44, J.; Smith, A.; Johnson, B.",Clinical Infectious Diseases,,,,,,https://example.com/paper/1544,s2-574620748
cord-001545,sha-623195,bioRxiv,immunity cross-sectional study in healthcare workers: a comprehensive analysis,10.1000/119158,PMC8284908,79363349.0,cc-by,This study investigates pandemic in the context of pandemic response. Methods included analysis of 979 participants over 5 months. Results show significant findings related to pandemic management and treatment outcomes.,2023-01-26 08:58:06.543271632,"Author45, J.; Smith, A.; Johnson, B.",New England Journal of Medicine,1620041067.0,,,,,https://example.com/paper/1545,s2-486514605
cord-001546,sha-631562,PMC,public health systematic review in adults: a comprehensive analysis,10.1000/917519,PMC1355760,48056189.0,cc-by-nc,This study investigates covid-19 in the context of pandemic response. Methods included analysis of 1555 participants over 1 months. Results show significant findings related to covid-19 management and treatment outcomes.,2023-01-27 02:52:09.964982496,"Author46, J.; Smith, A.; Johnson, B.",Virology,,,,,pmc_json/PMC9645182.json,https://example.com/paper/1546,s2-560379661
cord-001547,sha-115748,PMC,symptoms cross-sectional study in pregnant women: a comprehensive analysis,10.1000/188114,PMC3519494,66643284.0,cc-by-sa,This study investigates pandemic in the context of pandemic response. Methods included analysis of 1234 participants over 1 months. Results show significant findings related to pandemic management and treatment outcomes.,2023-01-27 20:46:13.386693344,"Author47, J.; Smith, A.; Johnson, B.",Virology,7695343401.0,,,pdf_json/8610.json,pmc_json/PMC9678720.json,https://example.com/paper/1547,s2-101100409
cord-001548,sha-513391,arXiv,coronavirus clinical trial in immunocompromised patients: a comprehensive analysis,10.1000/808481,PMC5896479,,cc-by,This study investigates symptoms in the context of pandemic response. Methods included analysis of 1861 participants over 16 months. Results show significant findings related to symptoms management and treatment outcomes.,2023-01-28 14:40:16.808404208,"Author48, J.; Smith, A.; Johnson, B.",Proceedings of the National Academy of Sciences,,,,pdf_json/2131.json,,https://example.com/paper/1548,s2-486835852
cord-001549,sha-597926,medRxiv,public health observational study in healthcare workers: a comprehensive analysis,10.1000/621358,PMC5223334,53775399.0,arxiv,This study investigates antibody in the context of pandemic response. Methods included analysis of 3624 participants over 23 months. Results show significant findings related to antibody management and treatment outcomes.,2023-01-29 08:34:20.230115056,"Author49, J.; Smith, A.; Johnson, B.",PLOS ONE,5646376809.0,,,pdf_json/9047.json,pmc_json/PMC5620156.json,https://example.com/paper/1549,s2-199672813
cord-001550,sha-636114,arXiv,clinical meta-analysis in patients: a comprehensive analysis,10.1000/644162,,23871389.0,cc-by-sa,This study investigates epidemiology in the context of pandemic response. Methods included analysis of 3183 participants over 20 months. Results show significant findings related to epidemiology management and treatment outcomes.,2023-01-30 02:28:23.651825920,"Author50, J.; Smith, A.; Johnson, B.",Proceedings of the National Academy of Sciences,4303383471.0,,,,pmc_json/PMC3720351.json,https://example.com/paper/1550,s2-367483531
cord-001551,sha-969440,arXiv,prevention meta-analysis in pregnant women: a comprehensive analysis,10.1000/339139,PMC5590312,,els-covid,This study investigates respiratory in the context of pandemic response. Methods included analysis of 4157 participants over 1 months. Results show significant findings related to respiratory management and treatment outcomes.,2023-01-30 20:22:27.073536768,"Author51, J.; Smith, A.; Johnson, B.",Nature Medicine,2090867800.0,,,pdf_json/1214.json,pmc_json/PMC8247373.json,https://example.com/paper/1551,s2-646387510
cord-001552,sha-753576,arXiv,infection case series in elderly: a comprehensive analysis,10.1000/969875,PMC9407806,70478662.0,cc-by-sa,This study investigates respiratory in the context of pandemic response. Methods included analysis of 2938 participants over 3 months. Results show significant findings related to respiratory management and treatment outcomes.,2023-01-31 14:16:30.495247632,"Author52, J.; Smith, A.; Johnson, B.",Clinical Infectious Diseases,,,,,pmc_json/PMC3755560.json,https://example.com/paper/1552,s2-997722267
cord-001553,sha-527345,PMC,immunity systematic review in pregnant women: a comprehensive analysis,10.1000/665109,PMC2131527,,cc-by,This study investigates public health in the context of pandemic response. Methods included analysis of 1291 participants over 9 months. Results show significant findings related to public health management and treatment outcomes.,2023-02-01 08:10:33.916958480,"Author53, J.; Smith, A.; Johnson, B.",Emerging Infectious Diseases,7969873510.0,,,,,https://example.com/paper/1553,s2-214484245
cord-001554,sha-301081,bioRxiv,COVID-19 case series in patients: a comprehensive analysis,10.1000/739963,PMC9459119,57831031.0,cc-by,This study investigates respiratory in the context of pandemic response. Methods included analysis of 740 participants over 16 months. Results show significant findings related to respiratory management and treatment outcomes.,2023-02-02 02:04:37.338669344,"Author54, J.; Smith, A.; Johnson, B.",Proceedings of the National Academy of Sciences,1308756148.0,WHO-364692,,pdf_json/9861.json,pmc_json/PMC2016822.json,https://example.com/paper/1554,s2-726748755
cord-001555,sha-875342,PMC,outbreak case series in pregnant women: a comprehensive analysis,10.1000/422726,PMC3376189,11771571.0,arxiv,This study investigates epidemiology in the context of pandemic response. Methods included analysis of 2943 participants over 3 months. Results show significant findings related to epidemiology management and treatment outcomes.,2023-02-02 19:58:40.760380192,"Author55, J.; Smith, A.; Johnson, B.",Nature,4776569239.0,,arxiv:2485.7581,pdf_json/1474.json,,https://example.com/paper/1555,s2-477557486
cord-001556,sha-516706,Elsevier,COVID-19 cohort study in healthcare workers: a comprehensive analysis,10.1000/222603,,,els-covid,This study investigates sars-cov-2 in the context of pandemic response. Methods included analysis of 2578 participants over 18 months. Results show significant findings related to sars-cov-2 management and treatment outcomes.,2023-02-03 13:52:44.182091056,"Author56, J.; Smith, A.; Johnson, B.",Cell,7278052134.0,,,,,https://example.com/paper/1556,s2-603680402
cord-001557,sha-992055,arXiv,therapeutic systematic review in elderly: a comprehensive analysis,10.1000/514921,PMC9193858,67745516.0,arxiv,This study investigates transmission in the context of pandemic response. Methods included analysis of 947 participants over 7 months. Results show significant findings related to transmission management and treatment outcomes.,2023-02-04 07:46:47.603801904,"Author57, J.; Smith, A.; Johnson, B.",The Lancet,,WHO-483472,,,,https://example.com/paper/1557,s2-704685514
cord-001558,sha-272507,arXiv,vaccine observational study in healthcare workers: a comprehensive analysis,10.1000/693669,PMC1886801,,els-covid,This study investigates therapeutic in the context of pandemic response. Methods included analysis of 2736 participants over 21 months. Results show significant findings related to therapeutic management and treatment outcomes.,2023-02-05 01:40:51.025512752,"Author58, J.; Smith, A.; Johnson, B.",Nature Communications,,,,,pmc_json/PMC1887324.json,https://example.com/paper/1558,s2-780266653
cord-001559,sha-830377,Elsevier,diagnosis cross-sectional study in children: a comprehensive analysis,10.1000/998232,,67217225.0,els-covid,This study investigates public health in the context of pandemic response. Methods included analysis of 4562 participants over 21 months. Results show significant findings related to public health management and treatment outcomes.,2023-02-05 19:34:54.447223616,"Author59, J.; Smith, A.; Johnson, B.",Nature Communications,,,,,,https://example.com/paper/1559,s2-378369205
cord-001560,sha-620140,arXiv,COVID-19 case series in children: a comprehensive analysis,10.1000/597821,PMC8335677,55064405.0,arxiv,This study investigates treatment in the context of pandemic response. Methods included analysis of 2481 participants over 20 months. Results show significant findings related to treatment management and treatment outcomes.,2023-02-06 13:28:57.868934464,"Author60, J.; Smith, A.; Johnson, B.",Proceedings of the National Academy of Sciences,9687948876.0,,,,pmc_json/PMC6034282.json,https://example.com/paper/1560,s2-124503641
